crate_name,version,test_name,native_exit_code,exit_code_stack,exit_code_tree,error_type_stack,error_type_tree,full_error_text_stack,full_error_text_tree,error_root_stack,error_root_tree,num_duplicates
quickjs_regex,0.2.3,test_regex,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 10, so pointer to 1 byte starting at offset 10 is out-of-bounds","memory access failed: alloc has size 10, so pointer to 1 byte starting at offset 10 is out-of-bounds","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1504:13,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1718:15,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1746:9,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1862:9","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1504:13,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1718:15,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1746:9,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/quickjs_regex_backend-0.1.0/src/libregexp.c:1862:9",1
rabbitizer,1.7.9,tests::test_get_operand_type,0,1,1,Undefined Behavior,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","accessing memory with alignment 1, but alignment 4 is required",/usr/src/ffickle/rust/library/core/src/ptr/const_ptr.rs:357:57,/usr/src/ffickle/rust/library/core/src/ptr/const_ptr.rs:357:57,2
rs-secp256k1,0.5.7,ecdh::tests::ecdh,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",src/ffi.rs:66:42,src/ffi.rs:66:42,1
rs-secp256k1,0.5.7,tests::signature_lax_der,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",src/ffi.rs:91:42,src/ffi.rs:91:42,1
rsbx,2.0.0,multihash_tests::test_vectors::multihash_blake2b_512_bytes,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/arrayvec-0.4.12/src/maybe_uninit_nodrop.rs:19:20,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/arrayvec-0.4.12/src/maybe_uninit_nodrop.rs:19:20,2
rsofa,0.4.5,tests::test_apcg,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/apcs.c:156:15,/usr/src/ffickle/extracted/extern/src/apcg.c:123:4",NA,1
rsofa,0.4.5,tests::test_apci,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/apcs.c:156:15,/usr/src/ffickle/extracted/extern/src/apcg.c:123:4,/usr/src/ffickle/extracted/extern/src/apci.c:129:4",NA,1
rsofa,0.4.5,tests::test_apco,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/apcs.c:156:15,/usr/src/ffickle/extracted/extern/src/apco.c:223:4",NA,1
rsofa,0.4.5,tests::test_tr,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,/usr/src/ffickle/extracted/extern/src/tr.c:41:21,NA,1
rsofa,0.4.5,tests::test_trxp,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/tr.c:41:21,/usr/src/ffickle/extracted/extern/src/trxp.c:41:4",NA,1
rsofa,0.4.5,tests::test_trxpv,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/tr.c:41:21,/usr/src/ffickle/extracted/extern/src/trxpv.c:47:4",NA,1
rsofa,0.4.5,tests::test_ab,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/pdp.c:34:9,/usr/src/ffickle/extracted/extern/src/ab.c:68:10",NA,1
rsofa,0.4.5,tests::test_pv,0,1,0,Undefined Behavior,NA,"attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/zp.c:26:9,/usr/src/ffickle/extracted/extern/src/zpv.c:30:4",NA,1
rsofa,0.4.5,tests::test_zr,0,1,0,Undefined Behavior,NA,"attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",NA,/usr/src/ffickle/extracted/extern/src/zr.c:29:12,NA,1
rsofa,0.4.5,tests::test_a2af,0,1,0,Undefined Behavior,NA,"attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/d2tf.c:110:13,/usr/src/ffickle/extracted/extern/src/a2af.c:72:4",NA,1
rsofa,0.4.5,tests::test_a2tf,0,1,0,Undefined Behavior,NA,"attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/extern/src/d2tf.c:110:13,/usr/src/ffickle/extracted/extern/src/a2tf.c:68:4",NA,1
rsofa,0.4.5,tests::test_zp,0,1,0,Undefined Behavior,NA,"attempting a write access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",NA,/usr/src/ffickle/extracted/extern/src/zp.c:27:9,NA,1
rsofa,0.4.5,tests::test_tpxev,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 8 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 8 is out-of-bounds",/usr/src/ffickle/extracted/extern/src/s2c.c:35:9,/usr/src/ffickle/extracted/extern/src/s2c.c:35:9,1
rtreec,0.1.0,tests::rtreec_new,0,1,1,Undefined Behavior,Undefined Behavior,memory access failed: null pointer is a dangling pointer (it has no provenance),memory access failed: null pointer is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/src/rtree.c:201:5,/usr/src/ffickle/extracted/src/rtree.c:236:18,/usr/src/ffickle/extracted/src/rtree.c:445:10,/usr/src/ffickle/extracted/src/rtree.c:520:12","/usr/src/ffickle/extracted/src/rtree.c:201:5,/usr/src/ffickle/extracted/src/rtree.c:236:18,/usr/src/ffickle/extracted/src/rtree.c:445:10,/usr/src/ffickle/extracted/src/rtree.c:520:12",1
rustix-bl,0.5.0,tests::it_add_user,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8",1
ruwren,0.4.4,tests::test_small_wren_program_call,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",/usr/src/ffickle/rust/library/alloc/src/alloc.rs:136:14,/usr/src/ffickle/rust/library/alloc/src/alloc.rs:136:14,6
s-secp256k1,0.5.7,ecdh::tests::ecdh,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",src/ffi.rs:66:42,src/ffi.rs:66:42,1
s-secp256k1,0.5.7,tests::signature_lax_der,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",src/ffi.rs:91:42,src/ffi.rs:91:42,1
saxx,0.1.2,tests::esaxx_compact,0,1,1,Undefined Behavior,Undefined Behavior,out-of-bounds pointer use: 0x64[noalloc] is a dangling pointer (it has no provenance),out-of-bounds pointer use: 0x64[noalloc] is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/src/sais.hxx:438:16,/usr/src/ffickle/extracted/src/sais.hxx:560:10,/usr/src/ffickle/extracted/src/esa.hxx:116:13,/usr/src/ffickle/extracted/src/saxx.cpp:16:12,/usr/src/ffickle/extracted/src/saxx.cpp:22:171","/usr/src/ffickle/extracted/src/sais.hxx:438:16,/usr/src/ffickle/extracted/src/sais.hxx:560:10,/usr/src/ffickle/extracted/src/esa.hxx:116:13,/usr/src/ffickle/extracted/src/saxx.cpp:16:12,/usr/src/ffickle/extracted/src/saxx.cpp:22:171",1
saxx,0.1.2,tests::esa_from_slice,0,1,1,Undefined Behavior,Undefined Behavior,out-of-bounds pointer use: 0x74[noalloc] is a dangling pointer (it has no provenance),out-of-bounds pointer use: 0x74[noalloc] is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/src/sais.hxx:438:16,/usr/src/ffickle/extracted/src/sais.hxx:560:10,/usr/src/ffickle/extracted/src/esa.hxx:116:13,/usr/src/ffickle/extracted/src/saxx.cpp:16:12,/usr/src/ffickle/extracted/src/saxx.cpp:22:171","/usr/src/ffickle/extracted/src/sais.hxx:438:16,/usr/src/ffickle/extracted/src/sais.hxx:560:10,/usr/src/ffickle/extracted/src/esa.hxx:116:13,/usr/src/ffickle/extracted/src/saxx.cpp:16:12,/usr/src/ffickle/extracted/src/saxx.cpp:22:171",1
sgp4-rs,0.4.0,tests::test_negative_time_propagation,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,/usr/src/ffickle/extracted/src/sgp4/sgp4io.cpp:102:19,/usr/src/ffickle/extracted/src/sgp4/sgp4io.cpp:102:19,9
smile,0.1.1,base64::test::encode,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",NA,/usr/src/ffickle/extracted/cry/src/crypt/base64.c:23:36,NA,1
smile,0.1.1,base64::test::decode,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",NA,/usr/src/ffickle/extracted/cry/src/crypt/base64.c:72:17,NA,1
smolheed,0.1.0,iter::tests::prefix_iter_with_byte_255,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.0/lmdb/libraries/liblmdb/mdb.c:4283:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.0/lmdb/libraries/liblmdb/mdb.c:4742:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.0/lmdb/libraries/liblmdb/mdb.c:4990:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.0/lmdb/libraries/liblmdb/mdb.c:4283:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.0/lmdb/libraries/liblmdb/mdb.c:4742:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.0/lmdb/libraries/liblmdb/mdb.c:4990:8",7
smush,0.1.5,tests::encode_lz4,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 56 bytes starting at offset 0 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 56 bytes starting at offset 0 is out-of-bounds","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.8.3/liblz4/lib/lz4frame.c:594:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.8.3/liblz4/lib/lz4frame.c:695:12","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.8.3/liblz4/lib/lz4frame.c:594:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.8.3/liblz4/lib/lz4frame.c:695:12",2
speex-safe,0.6.0,bits::test::creates_and_drops,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer",src/bits.rs:35:40,src/bits.rs:35:40,2
speex-safe,0.6.0,bits::test::write_arbitrary_bytes,101,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer",src/bits.rs:35:40,src/bits.rs:35:40,1
spng,0.2.0-alpha.2,decode,0,1,1,Undefined Behavior,Undefined Behavior,"trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",reborrow through <> is forbidden,/usr/src/ffickle/extracted/src/raw.rs:19:26,/usr/src/ffickle/extracted/src/lib.rs:345:13,7
spng,0.2.0-alpha.2,decode_001_raw_context,0,1,1,Undefined Behavior,Unsupported Operation,"trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",unsupported operation: can't call foreign function `strstr` on OS `linux`,/usr/src/ffickle/extracted/src/raw.rs:19:26,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/spng-sys-0.2.0-alpha.2/libspng/spng/spng.c:1594:8,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/spng-sys-0.2.0-alpha.2/libspng/spng/spng.c:2299:20,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/spng-sys-0.2.0-alpha.2/libspng/spng/spng.c:2530:15,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/spng-sys-0.2.0-alpha.2/libspng/spng/spng.c:2997:11",1
syscoin,0.16.15,util::bip32::tests::test_vector_3,0,124,1,Timeout,Undefined Behavior,NA,"constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",NA,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-0.12.2/src/ffi.rs:74:42,5
tectonic_engine_bibtex,0.2.1,c_api::xbuf::tests::test_grow,0,1,1,Undefined Behavior,Undefined Behavior,deallocating while item [Unique for <>] is strongly protected by call <>,deallocation through <> is forbidden,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tectonic_bridge_core-0.4.0/support/support.c:50:19,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tectonic_bridge_core-0.4.0/support/support.c:50:19,1
tetsy-secp256k1,0.7.0,tests::capabilities,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:277:5,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:277:5,3
tinycdb,0.0.7,tests::test_basic_find,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1581:24,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1581:24,3
transition,0.1.2,test::test_debug_of_transition,101,1,1,Undefined Behavior,Undefined Behavior,scalar size mismatch: expected 4 bytes but got 1 bytes instead,scalar size mismatch: expected 4 bytes but got 1 bytes instead,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/os/threads_posix.h:81:92,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/io.c:1165:2,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/core.c:2342:6","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/os/threads_posix.h:81:92,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/io.c:1165:2,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/core.c:2342:6",4
tree-sitter-cpp,0.20.3,tests::can_load_grammar,0,1,1,Undefined Behavior,Undefined Behavior,memory access failed: null pointer is a dangling pointer (it has no provenance),memory access failed: null pointer is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/src/scanner.c:150:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1854:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1800:3","/usr/src/ffickle/extracted/src/scanner.c:150:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1854:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1800:3",1
tree-sitter-cuda,0.20.3,tests::test_can_load_grammar,0,1,1,Undefined Behavior,Undefined Behavior,memory access failed: null pointer is a dangling pointer (it has no provenance),memory access failed: null pointer is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/src/scanner.c:146:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1854:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1800:3","/usr/src/ffickle/extracted/src/scanner.c:146:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1854:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1800:3",1
tree-sitter-graph,0.11.0,execution::cannot_use_nullable_regex,0,1,1,Undefined Behavior,Undefined Behavior,memory access failed: null pointer is a dangling pointer (it has no provenance),memory access failed: null pointer is a dangling pointer (it has no provenance),"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-python-0.19.1/src/scanner.cc:106:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-python-0.19.1/src/scanner.cc:378:19,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:435:38,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1441:19,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1933:14","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-python-0.19.1/src/scanner.cc:106:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-python-0.19.1/src/scanner.cc:378:19,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:435:38,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1441:19,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/tree-sitter-0.20.10/src/parser.c:1933:14",93
triangle-rs,0.1.2,tests::area,0,1,1,Undefined Behavior,Undefined Behavior,"deallocating alloc, which is C heap memory, using Rust heap deallocation operation","deallocating alloc, which is C heap memory, using Rust heap deallocation operation",/usr/src/ffickle/rust/library/alloc/src/alloc.rs:117:14,/usr/src/ffickle/rust/library/alloc/src/alloc.rs:117:14,1
twmap,0.10.0,custom_test_teeworlds07,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",read access through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libz-sys-1.1.12/src/zlib/deflate.c:1519:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libz-sys-1.1.12/src/zlib/deflate.c:1941:13,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libz-sys-1.1.12/src/zlib/deflate.c:1003:18","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libz-sys-1.1.12/src/zlib/deflate.c:1519:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libz-sys-1.1.12/src/zlib/deflate.c:1941:13,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libz-sys-1.1.12/src/zlib/deflate.c:1003:18",3
tz-search,0.1.1,tests::loads_ok,0,1,1,Undefined Behavior,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","accessing memory with alignment 1, but alignment 4 is required",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/byteorder-0.3.13/src/lib.rs:292:9,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/byteorder-0.3.13/src/lib.rs:292:9,3
unrar,0.5.1,list_missing_volume,0,1,1,Undefined Behavior,Undefined Behavior,out-of-bounds pointer use: 0x10000[noalloc] is a dangling pointer (it has no provenance),out-of-bounds pointer use: 0x10000[noalloc] is a dangling pointer (it has no provenance),"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/qopen.cpp:29:9,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/qopen.cpp:6:3,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/archive.cpp:6:10,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/dll.cpp:13:13,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/dll.cpp:41:14","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/qopen.cpp:29:9,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/qopen.cpp:6:3,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/archive.cpp:6:10,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/dll.cpp:13:13,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/unrar_sys-0.3.0/vendor/unrar/dll.cpp:41:14",15
valley-free,0.2.0,tests::propagate,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",read access through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/decompress.c:197:178,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:842:20","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/decompress.c:197:178,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:842:20",2
webrtc-vad,0.4.0,test::is_voice_segment,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/resources/libfvad/src/vad/vad_filterbank.c:93:44,/usr/src/ffickle/extracted/resources/libfvad/src/vad/vad_filterbank.c:123:3,/usr/src/ffickle/extracted/resources/libfvad/src/vad/vad_filterbank.c:263:3,/usr/src/ffickle/extracted/resources/libfvad/src/vad/vad_core.c:676:19,/usr/src/ffickle/extracted/resources/libfvad/src/fvad.c:102:14",NA,1
xdrfile,0.3.0,c_abi::xdrfile_trr::tests::test_read_trr_nframes,0,1,1,Undefined Behavior,Unsupported Operation,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",unsupported operation: can't call foreign function `sprintf` on OS `linux`,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_trr.c:500:14,"/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile.c:209:9,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_trr.c:480:10,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_trr.c:502:5",1
xdrfile,0.3.0,c_abi::xdrfile_xtc::tests::test_read_xtc_nframes,0,1,1,Undefined Behavior,Unsupported Operation,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",unsupported operation: can't call foreign function `sprintf` on OS `linux`,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_xtc.c:113:11,"/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile.c:209:9,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_xtc.c:96:7,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_xtc.c:115:2",1
xxhrs,2.0.0,tests::test_hasher_iface,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.reserved64: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.reserved64: encountered uninitialized memory, but expected an integer",src/xxhash.rs:111:24,src/xxhash.rs:111:24,2
xxhrs,2.0.0,tests::test_build_hasher,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.reserved: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.reserved: encountered uninitialized memory, but expected an integer",src/xxhash.rs:50:24,src/xxhash.rs:50:24,2
ytnef,0.2.0,tnef::test::new_from_file,0,1,1,memory leaked,memory leaked,"alloc (Rust heap, size: 4, align: 4), allocated here:","alloc (Rust heap, size: 4, align: 4), allocated here:",/usr/src/ffickle/rust/library/alloc/src/alloc.rs:98:9,/usr/src/ffickle/rust/library/alloc/src/alloc.rs:98:9,1
